2009.25757,0.38
2009.33972,0.15
2009.42188,-0.09
2009.50415,-0.06
2009.5863,-0.07
2009.66846,0.06
2009.75073,0.31
2009.83289,0.32
2009.91504,0.29
2009.99731,0.22
2010.07947,0.07
2010.16162,0.22
2010.2439,0.16
2010.32605,0.24
2010.4082,-0.02
2010.49036,-0.24
2010.57263,-0.17
2010.65479,-0.07
2010.73694,0.05
2010.81921,0.39
2010.90137,0.3
2010.98352,0.11
